"name","left geod","right geod","ortho"
"s520(,)",0.76989-2.41464j,0.78424+1.97326j,0.90862+0.0499j
"s524(,)",0.71448+2.05126j,0.73672+2.08771j,0.93814-0.34375j
"s542(,)",0.6126+2.41671j,0.71734-1.95701j,1.04291-0.07659j
"s550(,)",0.70865+2.35501j,0.73321-1.9214j,0.97653+3.08593j
"s564(,)",0.74793+2.39084j,0.76496-1.95433j,0.93426+3.09026j
"s565(,)",0.63286+2.38003j,0.75872-1.979j,1.00748-0.03772j
"s586(,)",0.57505-2.00772j,0.58704+1.74286j,1.09892+0.96153j
"s588(,)",0.68389+2.37138j,0.74654-1.89834j,0.98067-0.07946j
"s589(,)",0.64776-2.40589j,0.77812+1.86245j,0.98049+0.12191j
"s598(,)",0.51756+2.05332j,0.63197-1.8244j,1.09987-0.93412j
"s606(,)",0.69651-2.37415j,0.74962+1.90969j,0.97191+0.07344j
"s607(,)",0.64969+2.41795j,0.7902-1.86421j,0.97159+3.01371j
"s608(,)",0.52583-1.78907j,0.61083+2.06871j,1.12504-0.96525j
"s617(,)",0.64274+2.40867j,0.75036-1.94626j,1.00377+3.06641j
"s620(,)",0.57222+1.84186j,0.58221-2.00999j,1.1114-2.25776j
"s628(,)",0.64849-2.3988j,0.76173+1.95193j,0.99409-3.07675j
"s632(,)",0.62826-2.45067j,0.67254-2.03673j,1.30292+0.42808j
"s634(,)",0.55252+2.09465j,0.566-1.84643j,1.12526-0.93623j
"s651(,)",0.53395+1.80534j,0.59635-2.07879j,1.12711+0.95793j
"s654(,)",0.48803+2.24222j,0.6975+1.82572j,1.10679+0.68975j
"s664(,)",0.58221+2.48691j,0.68482+2.07842j,1.34189+2.73551j
"s670(,)",0.55721-1.8356j,0.56392+2.09117j,1.12636-0.94197j
"s672(,)",0.53999+2.21396j,0.63061+1.85008j,1.11388+0.67825j
"s680(,)",0.61638+2.46311j,0.67744+2.04809j,1.31486-0.42355j
"s681(,)",0.57382-2.27346j,0.60312-1.78666j,1.12036-0.68463j
"s683(,)",0.52206+2.29796j,0.65458+1.75835j,1.11986-2.45166j
"s693(,)",0.59356-2.48205j,0.68432-2.06898j,1.33498-2.72864j
"s706(,)",0.55062-2.22365j,0.62153-1.83777j,1.11619+2.46195j
"s714(,)",0.51675-2.29695j,0.6262-1.84965j,1.15156-0.62703j
"s716(,)",0.52825+2.29919j,0.63928+1.85316j,1.13421-2.52118j
"s752(,)",0.61634+2.37815j,0.65482-2.33818j,1.34414-3.12743j
"s792(,)",0.62627-2.36956j,0.64624+2.34885j,1.34473+3.13425j
"s807(,)",0.55024+2.48268j,0.58487+2.44199j,1.17858-0.45116j
